source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0019646	aerobic electron transport chain	8.641702873281384e-08	True	"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."" [GOC:ai, GOC:mtg_electron_transport]"	91	5569	54	21026	0.009696534386783983	0.5934065934065934	query_1	['GO:0006119', 'GO:0009060', 'GO:0022904']
GO:BP	GO:0044283	small molecule biosynthetic process	8.881561363431306e-08	True	"""The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]"	593	5569	229	21026	0.04112048841802837	0.38617200674536256	query_1	['GO:0009058', 'GO:0044281']
GO:BP	GO:0043412	macromolecule modification	9.33831367442813e-08	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3030	5569	951	21026	0.17076674447836238	0.31386138613861386	query_1	['GO:0043170']
GO:BP	GO:0098662	inorganic cation transmembrane transport	1.0650711775756924e-07	True	"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	854	5569	311	21026	0.05584485544981146	0.36416861826697894	query_1	['GO:0098660']
GO:BP	GO:0022402	cell cycle process	1.082655440817722e-07	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1280	5569	441	21026	0.07918836415873585	0.34453125	query_1	['GO:0007049', 'GO:0009987']
GO:BP	GO:0048869	cellular developmental process	1.2428438190266603e-07	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4438	5569	1346	21026	0.24169509786317112	0.3032897701667418	query_1	['GO:0009987', 'GO:0032502']
GO:BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	1.35149312148611e-07	True	"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."" [GOC:mtg_sensu, ISBN:0716731363]"	99	5569	57	21026	0.010235230741605315	0.5757575757575758	query_1	['GO:0042773']
GO:BP	GO:0042773	ATP synthesis coupled electron transport	1.35149312148611e-07	True	"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."" [ISBN:0716731363]"	99	5569	57	21026	0.010235230741605315	0.5757575757575758	query_1	['GO:0006119', 'GO:0022904']
GO:BP	GO:0030154	cell differentiation	1.4854215244452604e-07	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4437	5569	1345	21026	0.241515532411564	0.3031327473518143	query_1	['GO:0048869']
GO:BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	1.4930360112166808e-07	True	"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	119	5569	65	21026	0.011671754354462202	0.5462184873949579	query_1	['GO:0009142', 'GO:0009199']
GO:BP	GO:0009142	nucleoside triphosphate biosynthetic process	1.8019850658718745e-07	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	127	5569	68	21026	0.012210450709283534	0.5354330708661418	query_1	['GO:0009141', 'GO:1901293']
GO:BP	GO:0098655	monoatomic cation transmembrane transport	1.8480677637190589e-07	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	877	5569	317	21026	0.05692224815945412	0.3614595210946408	query_1	['GO:0006812', 'GO:0034220']
GO:BP	GO:0048583	regulation of response to stimulus	1.9325652243993042e-07	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3993	5569	1220	21026	0.21906985096067516	0.30553468569997494	query_1	['GO:0050789', 'GO:0050896']
GO:BP	GO:0006811	monoatomic ion transport	2.0835693535943154e-07	True	"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	1282	5569	440	21026	0.07900879870712875	0.34321372854914195	query_1	['GO:0006810']
GO:BP	GO:0007049	cell cycle	2.3297038255118047e-07	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1663	5569	553	21026	0.09929969473873226	0.33253156945279616	query_1	['GO:0009987']
GO:BP	GO:0022904	respiratory electron transport chain	2.471784824355297e-07	True	"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]"	115	5569	63	21026	0.011312623451247979	0.5478260869565217	query_1	['GO:0022900', 'GO:0045333']
GO:BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	3.1791603514801074e-07	True	"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	113	5569	62	21026	0.011133057999640868	0.5486725663716814	query_1	['GO:0009145', 'GO:0009201', 'GO:0009205']
GO:BP	GO:0048585	negative regulation of response to stimulus	3.3447999865755295e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1680	5569	557	21026	0.10001795654516071	0.33154761904761904	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']
GO:BP	GO:0009968	negative regulation of signal transduction	3.3508704101294195e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1326	5569	452	21026	0.08116358412641408	0.34087481146304677	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']
GO:BP	GO:0072522	purine-containing compound biosynthetic process	3.851965988773338e-07	True	"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	257	5569	115	21026	0.020650026934817742	0.4474708171206226	query_1	['GO:0009058', 'GO:0072521']
GO:BP	GO:0033043	regulation of organelle organization	4.1115693667214016e-07	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1148	5569	398	21026	0.0714670497396301	0.34668989547038326	query_1	['GO:0006996', 'GO:0051128']
GO:BP	GO:1902531	regulation of intracellular signal transduction	4.596702025453447e-07	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1953	5569	636	21026	0.11420362722212246	0.32565284178187404	query_1	['GO:0009966', 'GO:0035556']
GO:BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	5.174572916131495e-07	True	"""The chemical reactions and pathways resulting in the formation of purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	114	5569	62	21026	0.011133057999640868	0.543859649122807	query_1	['GO:0009142', 'GO:0009144']
GO:BP	GO:0023057	negative regulation of signaling	5.949809622008016e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1435	5569	483	21026	0.0867301131262345	0.33658536585365856	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']
GO:BP	GO:0048513	animal organ development	5.971322818313309e-07	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	3085	5569	960	21026	0.17238283354282635	0.31118314424635335	query_1	['GO:0048856']
GO:BP	GO:0009141	nucleoside triphosphate metabolic process	6.37690855526939e-07	True	"""The chemical reactions and pathways involving a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	276	5569	121	21026	0.021727419644460406	0.4384057971014493	query_1	['GO:0006753']
GO:BP	GO:0044087	regulation of cellular component biogenesis	1.1901160453470977e-06	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	1011	5569	354	21026	0.06356616986891722	0.35014836795252224	query_1	['GO:0044085', 'GO:0050794']
GO:BP	GO:0034220	monoatomic ion transmembrane transport	1.3125670867650043e-06	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	1048	5569	365	21026	0.06554138983659544	0.3482824427480916	query_1	['GO:0006811', 'GO:0055085']
GO:BP	GO:0005996	monosaccharide metabolic process	1.39104474873387e-06	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	250	5569	111	21026	0.019931765128389296	0.444	query_1	['GO:0005975', 'GO:0044281']
GO:BP	GO:0010648	negative regulation of cell communication	1.4020484705042196e-06	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1436	5569	481	21026	0.0863709822230203	0.334958217270195	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']
GO:BP	GO:0009888	tissue development	1.6545516400796841e-06	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	2032	5569	655	21026	0.11761537080265756	0.32234251968503935	query_1	['GO:0048856']
GO:BP	GO:0050793	regulation of developmental process	1.8813412431959982e-06	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2457	5569	777	21026	0.13952235589872508	0.3162393162393162	query_1	['GO:0032502', 'GO:0050789']
GO:BP	GO:0016477	cell migration	1.9845845149690078e-06	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1534	5569	509	21026	0.09139881486801939	0.3318122555410691	query_1	['GO:0048870']
GO:BP	GO:0051246	regulation of protein metabolic process	1.998273727816027e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1855	5569	603	21026	0.1082779673190878	0.32506738544474395	query_1	['GO:0019538', 'GO:0060255', 'GO:0080090']
GO:BP	GO:0023052	signaling	2.4175138426920117e-06	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	6515	5569	1904	21026	0.34189261985993896	0.2922486569455104	query_1	['GO:0050789']
GO:BP	GO:0043067	regulation of programmed cell death	2.588133761346341e-06	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1506	5569	500	21026	0.0897827258035554	0.33200531208499334	query_1	['GO:0012501', 'GO:0050794']
GO:BP	GO:0000278	mitotic cell cycle	3.964888233339487e-06	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]"	892	5569	315	21026	0.0565631172562399	0.3531390134529148	query_1	['GO:0007049']
GO:BP	GO:0007154	cell communication	4.276152348067292e-06	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	6540	5569	1908	21026	0.3426108816663674	0.29174311926605506	query_1	['GO:0009987']
GO:BP	GO:0019222	regulation of metabolic process	4.581739380799921e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	7035	5569	2042	21026	0.36667265218172024	0.29026297085998576	query_1	['GO:0008152', 'GO:0050794']
GO:BP	GO:0042981	regulation of apoptotic process	5.3185289330540464e-06	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1462	5569	485	21026	0.08708924402944873	0.3317373461012312	query_1	['GO:0006915', 'GO:0043067']
GO:BP	GO:0046034	ATP metabolic process	5.483689452516304e-06	True	"""The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators]"	229	5569	102	21026	0.018315676063925302	0.44541484716157204	query_1	['GO:0009150', 'GO:0009205']
GO:BP	GO:0050790	regulation of catalytic activity	6.079065666388013e-06	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	928	5569	325	21026	0.05835877177231101	0.35021551724137934	query_1	['GO:0065009']
GO:BP	GO:0042127	regulation of cell population proliferation	6.167218305289802e-06	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1685	5569	550	21026	0.09876099838391093	0.3264094955489614	query_1	['GO:0008283', 'GO:0050794']
GO:BP	GO:0008104	protein localization	6.205732302725709e-06	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2770	5569	862	21026	0.1547854192853295	0.3111913357400722	query_1	['GO:0070727']
GO:BP	GO:1902600	proton transmembrane transport	6.584033948275828e-06	True	"""The directed movement of a proton across a membrane."" [GO_REF:0000069, GOC:pr, GOC:TermGenie]"	190	5569	88	21026	0.01580175974142575	0.4631578947368421	query_1	['GO:0098655', 'GO:0098662']
GO:BP	GO:0007165	signal transduction	6.974838323953201e-06	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	6002	5569	1759	21026	0.31585562937690786	0.2930689770076641	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']
GO:BP	GO:0009144	purine nucleoside triphosphate metabolic process	9.776467411974406e-06	True	"""The chemical reactions and pathways involving purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	260	5569	112	21026	0.02011133057999641	0.4307692307692308	query_1	['GO:0009141']
GO:BP	GO:0009199	ribonucleoside triphosphate metabolic process	9.776467411974406e-06	True	"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	260	5569	112	21026	0.02011133057999641	0.4307692307692308	query_1	['GO:0009141']
GO:BP	GO:0046486	glycerolipid metabolic process	1.0305270373976961e-05	True	"""The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."" [GOC:ai, PMID:8906569]"	398	5569	158	21026	0.028371341353923506	0.3969849246231156	query_1	['GO:0006629']
GO:BP	GO:0070727	cellular macromolecule localization	1.1782666522076057e-05	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2782	5569	863	21026	0.15496498473693662	0.3102084831056794	query_1	['GO:0033036', 'GO:0051641']
GO:BP	GO:0019318	hexose metabolic process	1.198699500299727e-05	True	"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	226	5569	100	21026	0.01795654516071108	0.4424778761061947	query_1	['GO:0005996']
GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	1.2302174132431483e-05	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3990	5569	1202	21026	0.21583767283174718	0.3012531328320802	query_1	['GO:0006139', 'GO:0080090']
GO:BP	GO:0097190	apoptotic signaling pathway	1.341651398609477e-05	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	606	5569	224	21026	0.04022266115999282	0.3696369636963696	query_1	['GO:0006915', 'GO:0007165']
GO:BP	GO:0009205	purine ribonucleoside triphosphate metabolic process	1.550330982645773e-05	True	"""The chemical reactions and pathways involving purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	253	5569	109	21026	0.019572634225175075	0.4308300395256917	query_1	['GO:0009144', 'GO:0009199']
GO:BP	GO:0016192	vesicle-mediated transport	1.5731158570349294e-05	True	"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]"	1592	5569	520	21026	0.09337403483569762	0.32663316582914576	query_1	['GO:0006810', 'GO:0009987']
GO:BP	GO:0060341	regulation of cellular localization	1.8878649438229646e-05	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	1013	5569	348	21026	0.062488777159274554	0.3435340572556762	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1.8988895061874405e-05	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1529	5569	501	21026	0.0899622912551625	0.3276651406147809	query_1	['GO:0006139', 'GO:0009892', 'GO:0019219']
GO:BP	GO:0007010	cytoskeleton organization	1.8988895061874405e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1529	5569	501	21026	0.0899622912551625	0.3276651406147809	query_1	['GO:0006996']
GO:BP	GO:0009719	response to endogenous stimulus	2.083758205435043e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1489	5569	489	21026	0.08780750583587718	0.32840832773673606	query_1	['GO:0050896']
GO:BP	GO:0141124	intracellular signaling cassette	2.1545533919552282e-05	True	"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]"	1912	5569	612	21026	0.1098940563835518	0.3200836820083682	query_1	['GO:0035556']
GO:BP	GO:0031589	cell-substrate adhesion	2.2587797465765673e-05	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	356	5569	143	21026	0.025677859579816845	0.40168539325842695	query_1	['GO:0007155']
GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	2.3576382608245094e-05	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3288	5569	1003	21026	0.18010414796193214	0.3050486618004866	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']
GO:BP	GO:0009165	nucleotide biosynthetic process	2.7637028311688134e-05	True	"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]"	229	5569	100	21026	0.01795654516071108	0.4366812227074236	query_1	['GO:0009117', 'GO:1901293']
GO:BP	GO:0048878	chemical homeostasis	2.8260675638892947e-05	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	1043	5569	356	21026	0.06392530077213145	0.34132310642377756	query_1	['GO:0042592']
GO:BP	GO:0006631	fatty acid metabolic process	2.8662120709327826e-05	True	"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]"	400	5569	157	21026	0.028191775902316394	0.3925	query_1	['GO:0006629', 'GO:0032787']
GO:BP	GO:0002009	morphogenesis of an epithelium	2.9662924165802087e-05	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	503	5569	190	21026	0.03411743580535105	0.37773359840954274	query_1	['GO:0048729', 'GO:0060429']
GO:BP	GO:0009891	positive regulation of biosynthetic process	3.0437844177632268e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	2696	5569	835	21026	0.1499371520919375	0.30971810089020774	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']
GO:BP	GO:0022008	neurogenesis	4.222547927906464e-05	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1771	5569	569	21026	0.10217274196444603	0.32128740824393	query_1	['GO:0007399', 'GO:0030154']
GO:BP	GO:0032543	mitochondrial translation	5.124319350761842e-05	True	"""The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."" [GOC:go_curators]"	130	5569	64	21026	0.011492188902855091	0.49230769230769234	query_1	['GO:0006412', 'GO:0140053']
GO:BP	GO:0051253	negative regulation of RNA metabolic process	5.5361382775749676e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1400	5569	460	21026	0.08260010773927097	0.32857142857142857	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']
GO:BP	GO:0031667	response to nutrient levels	5.737181055864759e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	510	5569	191	21026	0.034297001256958164	0.37450980392156863	query_1	['GO:0050896']
GO:BP	GO:1903047	mitotic cell cycle process	5.859380012634704e-05	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	745	5569	264	21026	0.04740527922427725	0.35436241610738256	query_1	['GO:0000278', 'GO:0022402']
GO:BP	GO:0065008	regulation of biological quality	6.391135607071692e-05	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2947	5569	903	21026	0.16214760280122104	0.30641330166270786	query_1	['GO:0065007']
GO:BP	GO:0051301	cell division	6.494484545176472e-05	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	658	5569	237	21026	0.04255701203088526	0.3601823708206687	query_1	['GO:0009987']
GO:BP	GO:0000122	negative regulation of transcription by RNA polymerase II	7.500539119864209e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	938	5569	322	21026	0.05782007541748967	0.34328358208955223	query_1	['GO:0006357', 'GO:0006366', 'GO:0045892']
GO:BP	GO:0048870	cell motility	8.662768110540104e-05	True	"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]"	1793	5569	573	21026	0.10289100377087448	0.3195761293920803	query_1	['GO:0009987']
GO:BP	GO:0006164	purine nucleotide biosynthetic process	9.226014954457558e-05	True	"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	193	5569	86	21026	0.015442628838211528	0.44559585492227977	query_1	['GO:0006163', 'GO:0009165', 'GO:0072522']
GO:BP	GO:0033993	response to lipid	9.511316099755064e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	930	5569	319	21026	0.05728137906266834	0.34301075268817205	query_1	['GO:0042221']
GO:BP	GO:0032880	regulation of protein localization	9.800470158209746e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	907	5569	312	21026	0.05602442090141857	0.3439911797133407	query_1	['GO:0008104', 'GO:0060341']
GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.0001159166680846968	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	662	5569	237	21026	0.04255701203088526	0.3580060422960725	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']
GO:BP	GO:0016310	phosphorylation	0.00012939324718408134	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1320	5569	434	21026	0.07793140599748609	0.3287878787878788	query_1	['GO:0006796']
